patent_id,inventor_id,company_id
US18651928B2,INV2911,
US18651928B2,INV4939,
US18651928B2,,COMP588
US11883489B2,INV2025,
US11883489B2,INV7668,
US11883489B2,,COMP616
US11883489B2,,COMP847
US79512161B2,INV7349,
US79512161B2,INV7216,
US79512161B2,INV3026,
US79512161B2,,COMP293
US74669067B2,INV8121,
US74669067B2,INV3032,
US74669067B2,INV3840,
US74669067B2,,COMP581
US74669067B2,,COMP596
US29359133B2,INV8951,
US29359133B2,,COMP569
US34280361B2,INV5489,
US34280361B2,INV2441,
US34280361B2,,COMP311
US34280361B2,,COMP266
US74889176B2,INV3838,
US74889176B2,INV9196,
US74889176B2,,COMP373
US33152953B2,INV7752,
US33152953B2,INV5390,
US33152953B2,,COMP910
US26712596B2,INV1788,
US26712596B2,INV2817,
US26712596B2,INV7221,
US26712596B2,,COMP439
US80391531B2,INV2116,
US80391531B2,,COMP777
US13028871B2,INV6580,
US13028871B2,INV4630,
US13028871B2,INV8850,
US13028871B2,,COMP958
US13028871B2,,COMP650
US14480423B2,INV9813,
US14480423B2,,COMP757
US23432501B2,INV9663,
US23432501B2,,COMP783
US23432501B2,,COMP168
US95736055B2,INV6454,
US95736055B2,INV1625,
US95736055B2,INV8400,
US95736055B2,,COMP828
US76417502B2,INV4649,
US76417502B2,INV7163,
US76417502B2,,COMP249
US88077934B2,INV1186,
US88077934B2,INV5961,
US88077934B2,,COMP317
US70674537B2,INV5807,
US70674537B2,INV8245,
US70674537B2,INV6889,
US70674537B2,,COMP578
US70674537B2,,COMP112
US15355116B2,INV1587,
US15355116B2,,COMP788
US15355116B2,,COMP636
US94572597B2,INV8180,
US94572597B2,INV4765,
US94572597B2,INV6376,
US94572597B2,,COMP277
US59920550B2,INV1038,
US59920550B2,INV3397,
US59920550B2,INV8119,
US59920550B2,,COMP786
US59920550B2,,COMP894
US59562860B2,INV9648,
US59562860B2,INV2767,
US59562860B2,INV9644,
US59562860B2,,COMP288
US59562860B2,,COMP230
US37599105B2,INV8190,
US37599105B2,,COMP827
US83875121B2,INV4624,
US83875121B2,INV4906,
US83875121B2,,COMP224
US83875121B2,,COMP881
US73090978B2,INV7356,
US73090978B2,INV3012,
US73090978B2,INV9495,
US73090978B2,,COMP889
US73090978B2,,COMP691
US52252543B2,INV2943,
US52252543B2,INV9967,
US52252543B2,,COMP579
US52252543B2,,COMP350
US92318671B2,INV4644,
US92318671B2,INV9900,
US92318671B2,,COMP669
US92318671B2,,COMP490
US73593998B2,INV4219,
US73593998B2,INV7158,
US73593998B2,,COMP383
US73593998B2,,COMP878
US10708278B2,INV3429,
US10708278B2,INV7700,
US10708278B2,,COMP217
US56507750B2,INV5487,
US56507750B2,INV2157,
US56507750B2,INV4990,
US56507750B2,,COMP982
US66363370B2,INV5711,
US66363370B2,,COMP498
US66363370B2,,COMP907
US94552825B2,INV5413,
US94552825B2,INV1376,
US94552825B2,INV1437,
US94552825B2,,COMP320
US99192200B2,INV7462,
US99192200B2,,COMP467
US30923517B2,INV3052,
US30923517B2,,COMP860
US67085706B2,INV9969,
US67085706B2,INV7708,
US67085706B2,INV9391,
US67085706B2,,COMP979
US55634478B2,INV7191,
US55634478B2,INV7858,
US55634478B2,,COMP470
US55634478B2,,COMP195
US11859557B2,INV3890,
US11859557B2,INV6824,
US11859557B2,INV1153,
US11859557B2,,COMP328
US11859557B2,,COMP444
US86416136B2,INV7087,
US86416136B2,,COMP589
US86416136B2,,COMP877
US49859518B2,INV4064,
US49859518B2,,COMP119
US49859518B2,,COMP770
US36138740B2,INV9710,
US36138740B2,INV7473,
US36138740B2,INV8647,
US36138740B2,,COMP452
US36138740B2,,COMP279
US11121355B2,INV7661,
US11121355B2,INV7018,
US11121355B2,,COMP997
US12451234B2,INV3389,
US12451234B2,INV2464,
US12451234B2,INV8048,
US12451234B2,,COMP727
US19492791B2,INV8502,
US19492791B2,INV8413,
US19492791B2,INV7367,
US19492791B2,,COMP809
US19492791B2,,COMP934
US60525146B2,INV5786,
US60525146B2,INV4524,
US60525146B2,INV1825,
US60525146B2,,COMP468
US75605462B2,INV5238,
US75605462B2,,COMP837
US68159647B2,INV2420,
US68159647B2,INV2222,
US68159647B2,INV5013,
US68159647B2,,COMP945
US68159647B2,,COMP712
US17316702B2,INV1442,
US17316702B2,,COMP967
US17316702B2,,COMP220
US24221676B2,INV9149,
US24221676B2,,COMP565
US41734530B2,INV8928,
US41734530B2,INV8542,
US41734530B2,INV4990,
US41734530B2,,COMP379
US41734530B2,,COMP969
US49771162B2,INV4242,
US49771162B2,,COMP776
US39579974B2,INV5551,
US39579974B2,INV8503,
US39579974B2,,COMP525
US39579974B2,,COMP422
US66852582B2,INV3104,
US66852582B2,INV4166,
US66852582B2,INV4876,
US66852582B2,,COMP769
US66852582B2,,COMP250
US95005740B2,INV1942,
US95005740B2,INV3936,
US95005740B2,INV7825,
US95005740B2,,COMP970
US43310949B2,INV4191,
US43310949B2,INV2128,
US43310949B2,,COMP285
US43310949B2,,COMP712
US30781056B2,INV9349,
US30781056B2,INV2811,
US30781056B2,INV6982,
US30781056B2,,COMP375
US30781056B2,,COMP403
US64084291B2,INV2256,
US64084291B2,INV3502,
US64084291B2,,COMP771
US64084291B2,,COMP388
US25148096B2,INV5245,
US25148096B2,,COMP990
US73924095B2,INV8906,
US73924095B2,INV2184,
US73924095B2,INV8074,
US73924095B2,,COMP593
US65164146B2,INV6900,
US65164146B2,INV5972,
US65164146B2,,COMP361
US65164146B2,,COMP202
US27899182B2,INV5892,
US27899182B2,INV3405,
US27899182B2,INV6288,
US27899182B2,,COMP751
US27899182B2,,COMP308
US36842656B2,INV3120,
US36842656B2,INV7149,
US36842656B2,INV6960,
US36842656B2,,COMP859
US36842656B2,,COMP624
US51635524B2,INV5614,
US51635524B2,,COMP331
US51635524B2,,COMP173
US38871152B2,INV5664,
US38871152B2,,COMP338
US38871152B2,,COMP408
US76234731B2,INV5977,
US76234731B2,,COMP889
US76234731B2,,COMP582
US68703822B2,INV1252,
US68703822B2,INV8742,
US68703822B2,,COMP720
US47016222B2,INV9594,
US47016222B2,,COMP836
US99904425B2,INV4950,
US99904425B2,INV8708,
US99904425B2,,COMP667
US99904425B2,,COMP901
US27232587B2,INV7562,
US27232587B2,INV5184,
US27232587B2,,COMP439
US27232587B2,,COMP241
US62937414B2,INV3276,
US62937414B2,,COMP950
US62937414B2,,COMP566
US68124196B2,INV5580,
US68124196B2,,COMP444
US74162966B2,INV8691,
US74162966B2,,COMP717
US74162966B2,,COMP964
US81157732B2,INV5325,
US81157732B2,INV7514,
US81157732B2,INV1968,
US81157732B2,,COMP394
US17992051B2,INV9864,
US17992051B2,INV6147,
US17992051B2,,COMP936
US17992051B2,,COMP905
US34022879B2,INV6667,
US34022879B2,INV8871,
US34022879B2,,COMP859
US89794221B2,INV9791,
US89794221B2,INV8845,
US89794221B2,INV8011,
US89794221B2,,COMP845
US89794221B2,,COMP485
US65433100B2,INV9978,
US65433100B2,INV1628,
US65433100B2,,COMP794
US53337410B2,INV9768,
US53337410B2,INV3429,
US53337410B2,INV5726,
US53337410B2,,COMP646
US27304169B2,INV8504,
US27304169B2,INV9932,
US27304169B2,,COMP950
US43757722B2,INV6582,
US43757722B2,,COMP372
US43757722B2,,COMP185
US37833838B2,INV1665,
US37833838B2,,COMP620
US89845433B2,INV5675,
US89845433B2,INV8625,
US89845433B2,INV8197,
US89845433B2,,COMP806
US88701316B2,INV4017,
US88701316B2,,COMP379
US15480534B2,INV2916,
US15480534B2,INV9687,
US15480534B2,,COMP794
US62421594B2,INV6238,
US62421594B2,INV5136,
US62421594B2,,COMP411
US62421594B2,,COMP420
US87590076B2,INV1750,
US87590076B2,INV1426,
US87590076B2,INV5520,
US87590076B2,,COMP217
US87590076B2,,COMP947
US79113024B2,INV4113,
US79113024B2,INV7178,
US79113024B2,,COMP140
US79113024B2,,COMP877
US33914256B2,INV8199,
US33914256B2,,COMP419
US94834863B2,INV5312,
US94834863B2,INV7234,
US94834863B2,INV2188,
US94834863B2,,COMP516
US94834863B2,,COMP397
US20277921B2,INV3409,
US20277921B2,INV1096,
US20277921B2,,COMP311
US35249729B2,INV9046,
US35249729B2,INV3460,
US35249729B2,INV8903,
US35249729B2,,COMP638
US62848180B2,INV2522,
US62848180B2,INV2009,
US62848180B2,,COMP975
US62848180B2,,COMP151
US64691746B2,INV5120,
US64691746B2,INV3076,
US64691746B2,,COMP671
US64691746B2,,COMP489
US86870251B2,INV2835,
US86870251B2,INV3004,
US86870251B2,INV5564,
US86870251B2,,COMP944
US61032969B2,INV9859,
US61032969B2,INV5091,
US61032969B2,INV4234,
US61032969B2,,COMP139
US61032969B2,,COMP618
US95089137B2,INV9042,
US95089137B2,INV5085,
US95089137B2,,COMP972
US26765237B2,INV8314,
US26765237B2,,COMP238
US26765237B2,,COMP108
US55128025B2,INV3155,
US55128025B2,INV6292,
US55128025B2,INV1103,
US55128025B2,,COMP775
US20950178B2,INV6709,
US20950178B2,,COMP890
US35996634B2,INV5818,
US35996634B2,INV1433,
US35996634B2,INV3634,
US35996634B2,,COMP802
US35996634B2,,COMP958
US82212671B2,INV7671,
US82212671B2,INV1627,
US82212671B2,,COMP907
US88750983B2,INV3610,
US88750983B2,,COMP438
US88750983B2,,COMP182
US82546451B2,INV9036,
US82546451B2,INV7636,
US82546451B2,INV4549,
US82546451B2,,COMP983
US60619997B2,INV8169,
US60619997B2,INV1898,
US60619997B2,,COMP276
US60619997B2,,COMP438
US26708294B2,INV3509,
US26708294B2,INV8034,
US26708294B2,,COMP875
US55722254B2,INV3093,
US55722254B2,INV3322,
US55722254B2,INV6572,
US55722254B2,,COMP229
US55722254B2,,COMP848
US23503087B2,INV9988,
US23503087B2,INV4906,
US23503087B2,INV8823,
US23503087B2,,COMP180
US74018547B2,INV6998,
US74018547B2,INV1443,
US74018547B2,,COMP164
US74799951B2,INV5345,
US74799951B2,,COMP563
US74799951B2,,COMP808
US62368121B2,INV2155,
US62368121B2,,COMP509
US62368121B2,,COMP367
US76969925B2,INV3257,
US76969925B2,INV3741,
US76969925B2,,COMP682
US76969925B2,,COMP439
US10832024B2,INV9956,
US10832024B2,INV3436,
US10832024B2,,COMP583
US91285864B2,INV5622,
US91285864B2,,COMP861
US91285864B2,,COMP708
US35938174B2,INV4538,
US35938174B2,INV7592,
US35938174B2,,COMP990
US35938174B2,,COMP187
US48121014B2,INV1397,
US48121014B2,INV7739,
US48121014B2,,COMP559
US92962365B2,INV6343,
US92962365B2,INV7582,
US92962365B2,,COMP625
US23744055B2,INV4359,
US23744055B2,INV1815,
US23744055B2,,COMP535
US19875790B2,INV7291,
US19875790B2,INV6164,
US19875790B2,INV3728,
US19875790B2,,COMP735
US68761571B2,INV5784,
US68761571B2,INV8288,
US68761571B2,,COMP871
US68761571B2,,COMP401
US86934437B2,INV9442,
US86934437B2,INV1566,
US86934437B2,,COMP463
US59756917B2,INV1408,
US59756917B2,INV6300,
US59756917B2,INV3274,
US59756917B2,,COMP335
US59756917B2,,COMP770
US75133686B2,INV2663,
US75133686B2,INV7620,
US75133686B2,INV5604,
US75133686B2,,COMP319
US75133686B2,,COMP406
US97657121B2,INV1660,
US97657121B2,,COMP575
US49125172B2,INV6550,
US49125172B2,INV7462,
US49125172B2,,COMP948
US87476600B2,INV6058,
US87476600B2,INV8636,
US87476600B2,,COMP483
US62658030B2,INV6825,
US62658030B2,INV8939,
US62658030B2,INV9230,
US62658030B2,,COMP458
US41696665B2,INV1928,
US41696665B2,INV4150,
US41696665B2,,COMP805
US14807702B2,INV5023,
US14807702B2,,COMP958
US11133321B2,INV7668,
US11133321B2,INV6213,
US11133321B2,,COMP488
US11133321B2,,COMP983
US57786434B2,INV3263,
US57786434B2,,COMP523
US57786434B2,,COMP848
US59270918B2,INV9318,
US59270918B2,INV2787,
US59270918B2,INV5151,
US59270918B2,,COMP679
US59270918B2,,COMP464
US26095441B2,INV9384,
US26095441B2,INV4493,
US26095441B2,INV8932,
US26095441B2,,COMP550
US27028482B2,INV3812,
US27028482B2,,COMP511
US57027380B2,INV2912,
US57027380B2,INV3785,
US57027380B2,INV3383,
US57027380B2,,COMP680
US25988686B2,INV9370,
US25988686B2,,COMP689
US25988686B2,,COMP896
US10109029B2,INV9494,
US10109029B2,INV5248,
US10109029B2,INV6611,
US10109029B2,,COMP537
US10109029B2,,COMP396
US94149640B2,INV8496,
US94149640B2,INV8805,
US94149640B2,,COMP939
US94149640B2,,COMP322
US55248697B2,INV7495,
US55248697B2,INV4999,
US55248697B2,,COMP411
US20161345B2,INV1843,
US20161345B2,,COMP611
US26956997B2,INV5943,
US26956997B2,INV7431,
US26956997B2,INV2454,
US26956997B2,,COMP122
US26956997B2,,COMP742
US95337375B2,INV2403,
US95337375B2,INV6446,
US95337375B2,INV8117,
US95337375B2,,COMP516
US95337375B2,,COMP212
US40245265B2,INV8796,
US40245265B2,,COMP847
US55425176B2,INV4548,
US55425176B2,INV1650,
US55425176B2,,COMP523
US55425176B2,,COMP272
US58414802B2,INV4138,
US58414802B2,INV5528,
US58414802B2,INV1255,
US58414802B2,,COMP249
US58414802B2,,COMP711
US93278295B2,INV3503,
US93278295B2,INV2045,
US93278295B2,,COMP191
US93278295B2,,COMP445
US59509023B2,INV9485,
US59509023B2,,COMP225
US92060486B2,INV9832,
US92060486B2,,COMP781
US92060486B2,,COMP453
US21482487B2,INV6467,
US21482487B2,,COMP222
US21482487B2,,COMP918
US68544877B2,INV7298,
US68544877B2,INV7806,
US68544877B2,INV9789,
US68544877B2,,COMP149
US81558103B2,INV2173,
US81558103B2,INV5115,
US81558103B2,,COMP602
US79226011B2,INV7512,
US79226011B2,,COMP485
US40414295B2,INV2707,
US40414295B2,INV4508,
US40414295B2,INV7677,
US40414295B2,,COMP493
US31590963B2,INV9773,
US31590963B2,INV3184,
US31590963B2,INV4614,
US31590963B2,,COMP502
US92959210B2,INV4663,
US92959210B2,INV4650,
US92959210B2,,COMP854
US92959210B2,,COMP291
US18826668B2,INV6784,
US18826668B2,,COMP883
US18826668B2,,COMP898
US29494210B2,INV4446,
US29494210B2,INV8322,
US29494210B2,,COMP444
US29494210B2,,COMP533
US28534147B2,INV1371,
US28534147B2,INV4245,
US28534147B2,,COMP729
US28534147B2,,COMP238
US94790605B2,INV2304,
US94790605B2,INV5256,
US94790605B2,,COMP281
US94790605B2,,COMP638
US81222510B2,INV6667,
US81222510B2,INV8871,
US81222510B2,INV2969,
US81222510B2,,COMP183
US71343628B2,INV3152,
US71343628B2,INV9361,
US71343628B2,,COMP604
US71343628B2,,COMP123
US78404452B2,INV1053,
US78404452B2,INV8827,
US78404452B2,INV8677,
US78404452B2,,COMP454
US78404452B2,,COMP899
US34869721B2,INV7273,
US34869721B2,INV5038,
US34869721B2,INV9187,
US34869721B2,,COMP492
US34869721B2,,COMP749
US46623878B2,INV1124,
US46623878B2,,COMP473
US25467167B2,INV7727,
US25467167B2,,COMP872
US25467167B2,,COMP127
US55843526B2,INV5937,
US55843526B2,INV8115,
US55843526B2,INV3991,
US55843526B2,,COMP801
US58391509B2,INV4169,
US58391509B2,INV5837,
US58391509B2,INV6338,
US58391509B2,,COMP422
US73763367B2,INV5629,
US73763367B2,INV4312,
US73763367B2,,COMP921
US73763367B2,,COMP721
US27857793B2,INV5360,
US27857793B2,,COMP133
US27857793B2,,COMP716
US46931398B2,INV4017,
US46931398B2,INV3499,
US46931398B2,INV2742,
US46931398B2,,COMP362
US46931398B2,,COMP306
US39991582B2,INV5714,
US39991582B2,,COMP347
US39991582B2,,COMP162
US25979170B2,INV4509,
US25979170B2,,COMP476
US25979170B2,,COMP199
US47505848B2,INV3786,
US47505848B2,,COMP971
US47505848B2,,COMP512
US82416046B2,INV1569,
US82416046B2,INV7674,
US82416046B2,INV7691,
US82416046B2,,COMP183
US38018204B2,INV9537,
US38018204B2,,COMP250
US38018204B2,,COMP162
US45485552B2,INV6300,
US45485552B2,INV7593,
US45485552B2,,COMP442
US29470682B2,INV2687,
US29470682B2,INV5530,
US29470682B2,INV2804,
US29470682B2,,COMP758
US20571907B2,INV8968,
US20571907B2,,COMP317
US20571907B2,,COMP168
US14444199B2,INV9864,
US14444199B2,INV1988,
US14444199B2,INV4963,
US14444199B2,,COMP609
US14444199B2,,COMP583
US98939170B2,INV6129,
US98939170B2,,COMP444
US98939170B2,,COMP272
US76512681B2,INV4426,
US76512681B2,,COMP936
US76512681B2,,COMP379
US19447906B2,INV2571,
US19447906B2,INV9436,
US19447906B2,INV4716,
US19447906B2,,COMP430
US29502909B2,INV6014,
US29502909B2,INV5934,
US29502909B2,INV7511,
US29502909B2,,COMP504
US29502909B2,,COMP155
US88360123B2,INV8572,
US88360123B2,,COMP177
US26821092B2,INV5216,
US26821092B2,INV6506,
US26821092B2,,COMP276
US28002058B2,INV3572,
US28002058B2,INV7263,
US28002058B2,,COMP741
US99476545B2,INV6051,
US99476545B2,INV6507,
US99476545B2,INV4526,
US99476545B2,,COMP544
US99476545B2,,COMP782
US77375356B2,INV6910,
US77375356B2,INV3005,
US77375356B2,,COMP360
US77375356B2,,COMP372
US44755625B2,INV9397,
US44755625B2,INV1125,
US44755625B2,INV6203,
US44755625B2,,COMP820
US44755625B2,,COMP570
US27812971B2,INV3467,
US27812971B2,INV3617,
US27812971B2,INV5556,
US27812971B2,,COMP375
US89999691B2,INV7888,
US89999691B2,INV4841,
US89999691B2,,COMP598
US89999691B2,,COMP143
US97157243B2,INV1180,
US97157243B2,INV4948,
US97157243B2,,COMP485
US97157243B2,,COMP655
US73708494B2,INV7844,
US73708494B2,INV6367,
US73708494B2,,COMP403
US73708494B2,,COMP296
US53578807B2,INV8711,
US53578807B2,INV5072,
US53578807B2,,COMP898
US53578807B2,,COMP376
US96841209B2,INV7669,
US96841209B2,INV9907,
US96841209B2,INV6356,
US96841209B2,,COMP246
US45515096B2,INV5768,
US45515096B2,,COMP920
US57122389B2,INV7811,
US57122389B2,,COMP371
US35822847B2,INV2417,
US35822847B2,,COMP579
US35822847B2,,COMP183
US57335923B2,INV5441,
US57335923B2,INV8092,
US57335923B2,,COMP732
US70912496B2,INV2103,
US70912496B2,,COMP772
US11951551B2,INV4151,
US11951551B2,,COMP705
US11951551B2,,COMP434
US42464142B2,INV2901,
US42464142B2,,COMP339
US10513770B2,INV7881,
US10513770B2,INV9386,
US10513770B2,,COMP200
US10513770B2,,COMP591
US46133373B2,INV9520,
US46133373B2,,COMP438
US43917580B2,INV7109,
US43917580B2,,COMP804
US43917580B2,,COMP642
US92957733B2,INV8515,
US92957733B2,,COMP628
US92957733B2,,COMP747
US70239777B2,INV2787,
US70239777B2,INV2545,
US70239777B2,INV5765,
US70239777B2,,COMP191
US59799564B2,INV5877,
US59799564B2,,COMP278
US59799564B2,,COMP281
US35488275B2,INV9599,
US35488275B2,INV3105,
US35488275B2,INV3646,
US35488275B2,,COMP377
US35488275B2,,COMP845
US69133138B2,INV3072,
US69133138B2,INV6203,
US69133138B2,INV3989,
US69133138B2,,COMP529
US69133138B2,,COMP411
US71239914B2,INV7174,
US71239914B2,INV8602,
US71239914B2,INV4575,
US71239914B2,,COMP898
US71239914B2,,COMP769
US29436363B2,INV8440,
US29436363B2,,COMP329
US29436363B2,,COMP739
US89167077B2,INV2056,
US89167077B2,INV4748,
US89167077B2,,COMP589
US96722630B2,INV7630,
US96722630B2,INV1634,
US96722630B2,,COMP833
US98359940B2,INV2663,
US98359940B2,INV4465,
US98359940B2,,COMP531
US58417662B2,INV1190,
US58417662B2,INV3552,
US58417662B2,INV8573,
US58417662B2,,COMP877
US75511916B2,INV5078,
US75511916B2,INV7523,
US75511916B2,,COMP159
US21526089B2,INV3197,
US21526089B2,INV5948,
US21526089B2,INV9722,
US21526089B2,,COMP492
US21526089B2,,COMP467
US20065616B2,INV1064,
US20065616B2,INV2923,
US20065616B2,,COMP993
US26659520B2,INV8788,
US26659520B2,INV2033,
US26659520B2,,COMP303
US71951934B2,INV4133,
US71951934B2,INV3630,
US71951934B2,INV8574,
US71951934B2,,COMP134
US31789562B2,INV8041,
US31789562B2,INV9151,
US31789562B2,,COMP656
US42374304B2,INV6181,
US42374304B2,INV4524,
US42374304B2,INV2911,
US42374304B2,,COMP266
US42374304B2,,COMP173
US22209243B2,INV9432,
US22209243B2,,COMP279
US22209243B2,,COMP640
US37981268B2,INV2701,
US37981268B2,,COMP634
US32360643B2,INV6253,
US32360643B2,INV6259,
US32360643B2,,COMP303
US43131094B2,INV5291,
US43131094B2,INV4373,
US43131094B2,INV5392,
US43131094B2,,COMP873
US43131094B2,,COMP863
US46923400B2,INV9549,
US46923400B2,INV8536,
US46923400B2,,COMP490
US46923400B2,,COMP581
US54305417B2,INV3273,
US54305417B2,INV4878,
US54305417B2,,COMP979
US54305417B2,,COMP968
US98166643B2,INV2320,
US98166643B2,,COMP343
US98166643B2,,COMP167
US45632931B2,INV3114,
US45632931B2,,COMP937
US45632931B2,,COMP693
US73297459B2,INV6536,
US73297459B2,INV5654,
US73297459B2,INV8498,
US73297459B2,,COMP892
US13441430B2,INV2176,
US13441430B2,,COMP828
US73195233B2,INV6112,
US73195233B2,INV9463,
US73195233B2,INV1910,
US73195233B2,,COMP140
US18837779B2,INV1632,
US18837779B2,,COMP502
US10617588B2,INV3097,
US10617588B2,INV4087,
US10617588B2,INV1266,
US10617588B2,,COMP224
US10617588B2,,COMP765
US32203888B2,INV6960,
US32203888B2,INV7533,
US32203888B2,,COMP550
US16901049B2,INV5422,
US16901049B2,INV8391,
US16901049B2,INV7896,
US16901049B2,,COMP693
US65844170B2,INV3260,
US65844170B2,,COMP856
US43045958B2,INV8415,
US43045958B2,INV3634,
US43045958B2,INV1709,
US43045958B2,,COMP467
US43045958B2,,COMP825
US12642497B2,INV8125,
US12642497B2,INV4501,
US12642497B2,,COMP446
US91657693B2,INV7179,
US91657693B2,INV5997,
US91657693B2,INV3428,
US91657693B2,,COMP851
US25684162B2,INV3062,
US25684162B2,INV4116,
US25684162B2,INV9411,
US25684162B2,,COMP757
US25684162B2,,COMP505
US96814555B2,INV3863,
US96814555B2,INV4384,
US96814555B2,INV8899,
US96814555B2,,COMP388
US41007157B2,INV8686,
US41007157B2,INV1735,
US41007157B2,,COMP490
US78551717B2,INV7905,
US78551717B2,INV1108,
US78551717B2,,COMP390
US78551717B2,,COMP114
US19191573B2,INV8331,
US19191573B2,INV1821,
US19191573B2,INV9103,
US19191573B2,,COMP702
US31194147B2,INV7789,
US31194147B2,INV7020,
US31194147B2,INV5109,
US31194147B2,,COMP583
US29747553B2,INV7998,
US29747553B2,INV3923,
US29747553B2,,COMP183
US76373905B2,INV7162,
US76373905B2,INV1836,
US76373905B2,,COMP515
US46695587B2,INV2141,
US46695587B2,INV6962,
US46695587B2,INV3667,
US46695587B2,,COMP940
US46695587B2,,COMP784
US78096124B2,INV2597,
US78096124B2,INV8198,
US78096124B2,INV3218,
US78096124B2,,COMP772
US78096124B2,,COMP561
US93176046B2,INV7483,
US93176046B2,INV9341,
US93176046B2,,COMP311
US11710868B2,INV3404,
US11710868B2,INV8470,
US11710868B2,INV7850,
US11710868B2,,COMP661
US35579364B2,INV9083,
US35579364B2,,COMP265
US44975834B2,INV3643,
US44975834B2,INV1722,
US44975834B2,,COMP168
US44975834B2,,COMP153
US53741781B2,INV7063,
US53741781B2,INV5165,
US53741781B2,,COMP863
US53741781B2,,COMP297
US15629713B2,INV8460,
US15629713B2,,COMP218
US18407897B2,INV6185,
US18407897B2,,COMP950
US18407897B2,,COMP829
US65160180B2,INV3964,
US65160180B2,INV3248,
US65160180B2,,COMP462
US18574202B2,INV9344,
US18574202B2,INV9874,
US18574202B2,INV1762,
US18574202B2,,COMP672
US22970057B2,INV6300,
US22970057B2,,COMP374
US22970057B2,,COMP802
US18949976B2,INV4401,
US18949976B2,,COMP780
US73773644B2,INV3850,
US73773644B2,INV8234,
US73773644B2,INV1739,
US73773644B2,,COMP971
US73773644B2,,COMP555
US76610424B2,INV4027,
US76610424B2,INV5924,
US76610424B2,,COMP504
US76610424B2,,COMP302
US98293154B2,INV4453,
US98293154B2,INV6721,
US98293154B2,,COMP287
US98293154B2,,COMP664
US47750778B2,INV7058,
US47750778B2,,COMP757
US13526491B2,INV8048,
US13526491B2,INV5020,
US13526491B2,,COMP806
US13526491B2,,COMP278
US84284323B2,INV8500,
US84284323B2,INV1446,
US84284323B2,,COMP838
US33833161B2,INV9032,
US33833161B2,INV9689,
US33833161B2,INV2764,
US33833161B2,,COMP957
US33833161B2,,COMP800
US98507709B2,INV8917,
US98507709B2,,COMP392
US98507709B2,,COMP950
US53260970B2,INV4933,
US53260970B2,,COMP715
US72186814B2,INV1318,
US72186814B2,,COMP334
US55759448B2,INV9126,
US55759448B2,INV1399,
US55759448B2,,COMP514
US49797786B2,INV1682,
US49797786B2,,COMP213
US49797786B2,,COMP384
US26844044B2,INV3032,
US26844044B2,,COMP412
US84319198B2,INV1997,
US84319198B2,,COMP193
US84319198B2,,COMP635
US99767815B2,INV3388,
US99767815B2,INV6939,
US99767815B2,,COMP939
US99767815B2,,COMP122
US28344044B2,INV6602,
US28344044B2,INV9840,
US28344044B2,,COMP850
US25317626B2,INV7974,
US25317626B2,INV5943,
US25317626B2,INV7236,
US25317626B2,,COMP679
US75992341B2,INV1764,
US75992341B2,INV1330,
US75992341B2,,COMP547
US26808226B2,INV5097,
US26808226B2,INV7110,
US26808226B2,,COMP552
US26808226B2,,COMP220
US22344712B2,INV2562,
US22344712B2,INV8671,
US22344712B2,,COMP934
US22344712B2,,COMP336
US33016783B2,INV6828,
US33016783B2,INV5562,
US33016783B2,INV5901,
US33016783B2,,COMP500
US33016783B2,,COMP979
US13203935B2,INV5129,
US13203935B2,INV9204,
US13203935B2,,COMP131
US35104686B2,INV3181,
US35104686B2,,COMP234
US52791105B2,INV7012,
US52791105B2,INV6623,
US52791105B2,,COMP773
US37983611B2,INV4204,
US37983611B2,INV1203,
US37983611B2,INV8746,
US37983611B2,,COMP960
US46315986B2,INV6512,
US46315986B2,INV6274,
US46315986B2,,COMP548
US36046338B2,INV1268,
US36046338B2,INV4789,
US36046338B2,,COMP102
US36046338B2,,COMP295
US67596860B2,INV9397,
US67596860B2,INV8891,
US67596860B2,,COMP329
US55173393B2,INV7249,
US55173393B2,,COMP535
US35802669B2,INV2179,
US35802669B2,INV8677,
US35802669B2,INV2447,
US35802669B2,,COMP690
US35802669B2,,COMP995
US42306262B2,INV9306,
US42306262B2,,COMP966
US20636710B2,INV4257,
US20636710B2,INV4753,
US20636710B2,INV2150,
US20636710B2,,COMP451
US20636710B2,,COMP749
US92873633B2,INV1967,
US92873633B2,INV8200,
US92873633B2,,COMP564
US92873633B2,,COMP598
US76707972B2,INV4912,
US76707972B2,INV9958,
US76707972B2,,COMP342
US76707972B2,,COMP414
US43961771B2,INV9956,
US43961771B2,,COMP652
US43961771B2,,COMP381
US68899455B2,INV3681,
US68899455B2,INV8701,
US68899455B2,INV6786,
US68899455B2,,COMP788
US68899455B2,,COMP534
US11039958B2,INV6204,
US11039958B2,,COMP584
US12461257B2,INV8437,
US12461257B2,,COMP525
US22520275B2,INV8737,
US22520275B2,,COMP805
US36502142B2,INV3107,
US36502142B2,,COMP172
US29013702B2,INV2161,
US29013702B2,INV8595,
US29013702B2,INV2304,
US29013702B2,,COMP195
US29013702B2,,COMP620
US30696171B2,INV2558,
US30696171B2,,COMP975
US30696171B2,,COMP864
US88345218B2,INV8768,
US88345218B2,INV9575,
US88345218B2,INV7443,
US88345218B2,,COMP308
US88345218B2,,COMP520
US66997314B2,INV9389,
US66997314B2,,COMP430
US66997314B2,,COMP679
US96481912B2,INV3570,
US96481912B2,,COMP743
US96481912B2,,COMP908
